日期,收入金额,客户类型,收入渠道,业务标签
2024-08-10,6116.75,新客户,支付宝,服务费
2024-08-11,9973.29,老客户,支付宝,服务费
2024-08-11,6681.33,老客户,POS机,服务费
2024-08-11,8904.19,新客户,支付宝,平台分成
2024-08-11,7272.98,老客户,银行转账,销售收入
2024-08-11,6980.44,老客户,银行转账,广告收入
2024-08-11,8150.07,老客户,微信,广告收入
2024-08-11,3972.89,老客户,支付宝,广告收入
2024-08-11,9122.53,老客户,微信,服务费
2024-08-11,6673.73,老客户,银行转账,服务费
2024-08-11,6903.53,老客户,POS机,平台分成
2024-08-12,10915.76,合作伙伴,支付宝,服务费
2024-08-12,9445.29,新客户,微信,广告收入
2024-08-12,6693.99,合作伙伴,支付宝,平台分成
2024-08-12,9780.68,新客户,支付宝,销售收入
2024-08-12,8300.56,新客户,支付宝,服务费
2024-08-12,5441.45,老客户,POS机,平台分成
2024-08-12,8754.31,合作伙伴,银行转账,广告收入
2024-08-12,5337.22,老客户,银行转账,服务费
2024-08-12,7236.94,老客户,银行转账,服务费
2024-08-12,9269.39,新客户,POS机,广告收入
2024-08-13,8134.97,老客户,POS机,销售收入
2024-08-13,8708.25,合作伙伴,银行转账,平台分成
2024-08-13,6016.8,合作伙伴,支付宝,广告收入
2024-08-13,10859.97,老客户,支付宝,销售收入
2024-08-13,2961.0,老客户,支付宝,广告收入
2024-08-13,9614.79,新客户,微信,广告收入
2024-08-13,11435.77,新客户,微信,广告收入
2024-08-13,6075.58,新客户,POS机,服务费
2024-08-13,6598.86,合作伙伴,POS机,服务费
2024-08-13,9092.35,新客户,POS机,服务费
2024-08-14,10976.62,老客户,POS机,广告收入
2024-08-14,10192.7,老客户,微信,服务费
2024-08-14,9683.91,合作伙伴,银行转账,广告收入
2024-08-14,3140.03,新客户,微信,销售收入
2024-08-14,14749.29,新客户,支付宝,平台分成
2024-08-14,6582.02,老客户,银行转账,平台分成
2024-08-14,7026.46,新客户,微信,平台分成
2024-08-14,5516.36,新客户,银行转账,销售收入
2024-08-15,9448.5,老客户,支付宝,销售收入
2024-08-15,7961.73,新客户,微信,服务费
2024-08-15,9448.23,合作伙伴,微信,销售收入
2024-08-15,5017.35,老客户,POS机,服务费
2024-08-15,7899.78,新客户,微信,销售收入
2024-08-15,5812.95,老客户,银行转账,销售收入
2024-08-15,2309.07,新客户,银行转账,服务费
2024-08-15,6327.32,老客户,银行转账,服务费
2024-08-15,10599.76,新客户,POS机,销售收入
2024-08-16,7780.9,新客户,POS机,服务费
2024-08-16,8381.79,合作伙伴,微信,平台分成
2024-08-16,5628.2,合作伙伴,银行转账,销售收入
2024-08-16,2595.39,合作伙伴,POS机,服务费
2024-08-16,7924.71,新客户,POS机,服务费
2024-08-16,8648.05,合作伙伴,银行转账,广告收入
2024-08-17,5993.77,合作伙伴,支付宝,服务费
2024-08-17,11247.03,合作伙伴,微信,广告收入
2024-08-17,6472.78,新客户,支付宝,销售收入
2024-08-17,10986.33,老客户,支付宝,服务费
2024-08-17,7685.15,新客户,微信,广告收入
2024-08-18,6206.29,老客户,银行转账,广告收入
2024-08-18,7193.3,老客户,支付宝,销售收入
2024-08-18,7372.92,新客户,银行转账,平台分成
2024-08-18,10405.5,新客户,支付宝,服务费
2024-08-18,7867.85,合作伙伴,POS机,服务费
2024-08-19,11639.05,老客户,微信,广告收入
2024-08-19,12498.18,合作伙伴,支付宝,销售收入
2024-08-19,5387.98,老客户,POS机,销售收入
2024-08-19,3084.11,老客户,支付宝,服务费
2024-08-19,6790.47,合作伙伴,POS机,平台分成
2024-08-19,7171.36,新客户,银行转账,广告收入
2024-08-20,8760.32,新客户,银行转账,广告收入
2024-08-20,8664.75,新客户,支付宝,销售收入
2024-08-20,8931.24,合作伙伴,微信,服务费
2024-08-20,11997.81,老客户,支付宝,广告收入
2024-08-20,8736.31,老客户,银行转账,平台分成
2024-08-20,3706.26,新客户,银行转账,广告收入
2024-08-21,6678.46,合作伙伴,微信,服务费
2024-08-21,9465.91,新客户,POS机,平台分成
2024-08-21,13751.03,合作伙伴,POS机,广告收入
2024-08-21,10688.58,合作伙伴,支付宝,广告收入
2024-08-21,9883.35,新客户,微信,服务费
2024-08-21,8952.9,合作伙伴,银行转账,服务费
2024-08-21,7373.83,新客户,银行转账,广告收入
2024-08-21,7950.94,合作伙伴,银行转账,服务费
2024-08-22,4766.16,老客户,银行转账,广告收入
2024-08-22,10694.88,合作伙伴,微信,平台分成
2024-08-22,10991.58,老客户,POS机,平台分成
2024-08-22,6475.54,老客户,支付宝,平台分成
2024-08-22,10067.49,合作伙伴,POS机,服务费
2024-08-22,9994.51,合作伙伴,微信,广告收入
2024-08-23,5957.04,老客户,POS机,服务费
2024-08-23,2764.7,合作伙伴,支付宝,平台分成
2024-08-23,4454.09,合作伙伴,POS机,销售收入
2024-08-23,3597.98,老客户,支付宝,平台分成
2024-08-23,10916.37,新客户,POS机,广告收入
2024-08-23,6567.51,新客户,微信,平台分成
2024-08-23,6655.78,合作伙伴,支付宝,服务费
2024-08-23,8758.61,老客户,POS机,服务费
2024-08-23,10560.16,合作伙伴,微信,销售收入
2024-08-23,9481.32,老客户,微信,广告收入
2024-08-24,10669.0,老客户,支付宝,销售收入
2024-08-24,10120.82,合作伙伴,微信,服务费
2024-08-24,5738.71,合作伙伴,银行转账,销售收入
2024-08-24,7242.27,合作伙伴,支付宝,服务费
2024-08-24,9932.75,新客户,支付宝,销售收入
2024-08-24,10205.54,老客户,银行转账,服务费
2024-08-24,4680.71,老客户,微信,广告收入
2024-08-24,7960.45,合作伙伴,支付宝,广告收入
2024-08-24,12711.47,新客户,银行转账,平台分成
2024-08-24,11858.11,合作伙伴,支付宝,销售收入
2024-08-25,8352.22,合作伙伴,银行转账,销售收入
2024-08-25,3578.9,老客户,微信,广告收入
2024-08-25,10582.41,新客户,银行转账,服务费
2024-08-25,7512.64,新客户,银行转账,平台分成
2024-08-25,8390.95,老客户,支付宝,广告收入
2024-08-25,8829.93,老客户,微信,广告收入
2024-08-25,12153.15,新客户,支付宝,平台分成
2024-08-26,6857.26,新客户,POS机,广告收入
2024-08-26,7865.64,老客户,银行转账,服务费
2024-08-26,10032.39,老客户,POS机,平台分成
2024-08-26,10215.83,老客户,支付宝,广告收入
2024-08-26,6268.35,新客户,支付宝,销售收入
2024-08-26,6205.44,合作伙伴,POS机,服务费
2024-08-26,6789.1,老客户,支付宝,广告收入
2024-08-26,8254.11,合作伙伴,银行转账,广告收入
2024-08-26,5172.43,合作伙伴,支付宝,广告收入
2024-08-26,8167.48,新客户,微信,平台分成
2024-08-27,9289.85,老客户,POS机,销售收入
2024-08-27,9020.86,合作伙伴,银行转账,广告收入
2024-08-27,7988.25,新客户,支付宝,服务费
2024-08-27,4825.78,新客户,银行转账,销售收入
2024-08-27,5316.33,新客户,银行转账,平台分成
2024-08-27,6481.64,合作伙伴,银行转账,平台分成
2024-08-28,12073.31,新客户,银行转账,销售收入
2024-08-28,9072.04,合作伙伴,银行转账,平台分成
2024-08-28,9732.76,新客户,银行转账,平台分成
2024-08-28,7793.38,老客户,银行转账,销售收入
2024-08-28,5927.46,老客户,银行转账,平台分成
2024-08-29,6879.05,合作伙伴,POS机,销售收入
2024-08-29,13025.02,老客户,微信,服务费
2024-08-29,8051.98,合作伙伴,POS机,平台分成
2024-08-29,6179.99,合作伙伴,微信,广告收入
2024-08-29,2667.17,老客户,银行转账,广告收入
2024-08-30,7908.67,老客户,支付宝,广告收入
2024-08-30,8807.7,老客户,支付宝,广告收入
2024-08-30,7369.12,新客户,银行转账,服务费
2024-08-30,10207.77,老客户,银行转账,服务费
2024-08-30,7805.41,老客户,微信,广告收入
2024-08-30,10595.97,合作伙伴,支付宝,广告收入
2024-08-30,9263.56,合作伙伴,银行转账,广告收入
2024-08-30,8283.18,新客户,POS机,服务费
2024-08-31,4404.31,合作伙伴,银行转账,销售收入
2024-08-31,9913.48,老客户,POS机,平台分成
2024-08-31,7520.45,老客户,POS机,服务费
2024-08-31,8950.2,合作伙伴,银行转账,广告收入
2024-08-31,5203.45,合作伙伴,支付宝,服务费
2024-08-31,14359.17,新客户,微信,服务费
2024-08-31,8457.02,合作伙伴,POS机,销售收入
2024-08-31,13156.31,合作伙伴,支付宝,服务费
2024-08-31,5331.17,合作伙伴,银行转账,平台分成
2024-09-01,8662.64,老客户,银行转账,销售收入
2024-09-01,7887.43,老客户,支付宝,平台分成
2024-09-01,5027.47,新客户,微信,销售收入
2024-09-01,7361.87,新客户,微信,服务费
2024-09-01,9449.08,老客户,支付宝,销售收入
2024-09-02,8814.49,新客户,银行转账,销售收入
2024-09-02,8421.15,新客户,微信,广告收入
2024-09-02,11293.99,合作伙伴,支付宝,服务费
2024-09-02,2695.36,老客户,支付宝,广告收入
2024-09-02,6480.45,老客户,POS机,平台分成
2024-09-02,6857.4,老客户,支付宝,销售收入
2024-09-02,7245.29,合作伙伴,银行转账,服务费
2024-09-03,6343.22,合作伙伴,支付宝,销售收入
2024-09-03,2925.82,老客户,微信,销售收入
2024-09-03,7742.44,合作伙伴,微信,广告收入
2024-09-03,11062.83,新客户,银行转账,服务费
2024-09-03,7206.07,合作伙伴,POS机,广告收入
2024-09-03,6311.35,新客户,支付宝,服务费
2024-09-04,7439.36,新客户,支付宝,广告收入
2024-09-04,6514.56,合作伙伴,支付宝,广告收入
2024-09-04,11644.89,新客户,POS机,广告收入
2024-09-04,6710.84,合作伙伴,银行转账,服务费
2024-09-04,4969.78,老客户,银行转账,广告收入
2024-09-04,10085.58,合作伙伴,微信,广告收入
2024-09-04,7668.42,老客户,支付宝,服务费
2024-09-04,5563.68,老客户,银行转账,广告收入
2024-09-05,6661.68,老客户,POS机,平台分成
2024-09-05,7773.67,合作伙伴,支付宝,平台分成
2024-09-05,6911.94,合作伙伴,微信,平台分成
2024-09-05,9876.47,新客户,微信,服务费
2024-09-05,5661.4,新客户,微信,服务费
2024-09-05,10714.96,合作伙伴,微信,服务费
2024-09-05,8848.79,新客户,银行转账,平台分成
2024-09-06,6385.57,新客户,POS机,服务费
2024-09-06,10074.91,合作伙伴,银行转账,销售收入
2024-09-06,6617.91,老客户,微信,平台分成
2024-09-06,6360.91,老客户,POS机,销售收入
2024-09-06,8371.88,老客户,银行转账,平台分成
2024-09-07,11096.58,老客户,POS机,服务费
2024-09-07,8286.78,合作伙伴,微信,服务费
2024-09-07,8883.48,新客户,银行转账,服务费
2024-09-07,11482.9,新客户,POS机,广告收入
2024-09-07,12304.63,新客户,银行转账,销售收入
2024-09-08,7789.35,新客户,微信,平台分成
2024-09-08,8473.95,合作伙伴,银行转账,广告收入
2024-09-08,10502.62,老客户,POS机,服务费
2024-09-08,5198.94,老客户,微信,服务费
2024-09-08,7725.16,老客户,银行转账,服务费
2024-09-08,7806.17,新客户,银行转账,广告收入
2024-09-08,9586.35,合作伙伴,POS机,广告收入
2024-09-08,7093.16,新客户,POS机,广告收入
2024-09-09,6743.5,老客户,POS机,服务费
2024-09-09,11697.7,合作伙伴,银行转账,平台分成
2024-09-09,9527.86,老客户,支付宝,销售收入
2024-09-09,10016.41,老客户,微信,销售收入
2024-09-09,8515.12,新客户,银行转账,销售收入
2024-09-09,4484.21,新客户,微信,服务费
2024-09-09,7792.24,新客户,POS机,销售收入
2024-09-09,10897.54,老客户,银行转账,服务费
2024-09-09,8302.79,新客户,微信,平台分成
2024-09-09,2039.11,老客户,POS机,平台分成
2024-09-10,4397.17,老客户,支付宝,销售收入
2024-09-10,6052.12,新客户,银行转账,服务费
2024-09-10,7514.17,合作伙伴,银行转账,广告收入
2024-09-10,10690.02,合作伙伴,银行转账,平台分成
2024-09-10,8053.28,合作伙伴,微信,销售收入
2024-09-10,11701.42,新客户,POS机,销售收入
2024-09-10,6226.62,新客户,银行转账,服务费
2024-09-11,6792.35,合作伙伴,银行转账,广告收入
2024-09-11,8366.98,合作伙伴,银行转账,服务费
2024-09-11,6229.28,新客户,支付宝,广告收入
2024-09-11,8857.04,老客户,POS机,销售收入
2024-09-11,7472.17,新客户,POS机,销售收入
2024-09-12,5532.05,合作伙伴,支付宝,广告收入
2024-09-12,6684.26,新客户,银行转账,平台分成
2024-09-12,11764.55,合作伙伴,支付宝,广告收入
2024-09-12,8138.94,老客户,微信,销售收入
2024-09-12,14367.08,合作伙伴,银行转账,服务费
2024-09-12,9129.08,老客户,银行转账,销售收入
2024-09-12,5312.75,合作伙伴,支付宝,服务费
2024-09-12,8792.36,新客户,微信,广告收入
2024-09-13,12752.34,老客户,微信,销售收入
2024-09-13,8399.64,新客户,微信,广告收入
2024-09-13,5430.81,新客户,POS机,平台分成
2024-09-13,9177.45,合作伙伴,支付宝,销售收入
2024-09-13,10114.0,新客户,微信,销售收入
2024-09-13,8655.91,老客户,POS机,服务费
2024-09-13,10627.99,合作伙伴,微信,服务费
2024-09-13,11740.02,合作伙伴,微信,服务费
2024-09-13,9143.07,老客户,POS机,广告收入
2024-09-14,7804.32,合作伙伴,POS机,平台分成
2024-09-14,7135.98,新客户,POS机,广告收入
2024-09-14,5588.99,老客户,银行转账,服务费
2024-09-14,6924.61,合作伙伴,支付宝,广告收入
2024-09-14,11184.1,新客户,微信,销售收入
2024-09-15,6754.33,新客户,POS机,服务费
2024-09-15,4914.13,老客户,POS机,销售收入
2024-09-15,6518.84,新客户,微信,销售收入
2024-09-15,8069.88,老客户,银行转账,广告收入
2024-09-15,9045.47,老客户,支付宝,广告收入
2024-09-15,5254.64,老客户,支付宝,广告收入
2024-09-15,7095.47,合作伙伴,银行转账,销售收入
2024-09-15,9402.3,新客户,银行转账,平台分成
2024-09-15,7261.3,新客户,POS机,广告收入
2024-09-15,8598.94,新客户,POS机,销售收入
2024-09-16,10259.81,合作伙伴,银行转账,广告收入
2024-09-16,7954.24,老客户,银行转账,销售收入
2024-09-16,8993.11,新客户,支付宝,广告收入
2024-09-16,6916.85,新客户,支付宝,广告收入
2024-09-16,10549.81,新客户,支付宝,销售收入
2024-09-16,4846.36,合作伙伴,POS机,广告收入
2024-09-16,5837.4,合作伙伴,POS机,销售收入
2024-09-16,5318.14,新客户,微信,广告收入
2024-09-16,8598.12,合作伙伴,支付宝,服务费
2024-09-17,9775.83,老客户,支付宝,销售收入
2024-09-17,10137.77,老客户,POS机,广告收入
2024-09-17,6880.21,新客户,POS机,销售收入
2024-09-17,4810.42,老客户,银行转账,广告收入
2024-09-17,8644.91,合作伙伴,支付宝,平台分成
2024-09-17,5451.1,合作伙伴,银行转账,服务费
2024-09-17,6303.68,新客户,POS机,平台分成
2024-09-18,8189.18,老客户,POS机,销售收入
2024-09-18,8046.95,老客户,POS机,广告收入
2024-09-18,9634.28,老客户,微信,服务费
2024-09-18,5735.67,合作伙伴,POS机,广告收入
2024-09-18,6365.58,合作伙伴,微信,服务费
2024-09-18,14789.87,新客户,微信,平台分成
2024-09-19,7325.7,合作伙伴,支付宝,广告收入
2024-09-19,9036.75,合作伙伴,银行转账,服务费
2024-09-19,11729.8,新客户,微信,服务费
2024-09-19,7512.73,新客户,银行转账,服务费
2024-09-19,10834.43,合作伙伴,POS机,广告收入
2024-09-19,7661.86,合作伙伴,银行转账,平台分成
2024-09-19,10508.92,合作伙伴,银行转账,广告收入
2024-09-20,12892.66,合作伙伴,微信,平台分成
2024-09-20,7396.46,老客户,支付宝,服务费
2024-09-20,5570.86,新客户,支付宝,服务费
2024-09-20,4550.95,老客户,微信,销售收入
2024-09-20,7690.68,新客户,银行转账,广告收入
2024-09-20,7108.82,新客户,银行转账,服务费
2024-09-21,9166.81,合作伙伴,银行转账,平台分成
2024-09-21,9214.91,合作伙伴,微信,销售收入
2024-09-21,5600.43,老客户,POS机,广告收入
2024-09-21,10437.63,合作伙伴,支付宝,广告收入
2024-09-21,13273.61,新客户,银行转账,服务费
2024-09-21,9961.5,新客户,支付宝,销售收入
2024-09-21,6210.21,老客户,支付宝,服务费
2024-09-21,8840.4,老客户,POS机,服务费
2024-09-21,9118.5,合作伙伴,POS机,广告收入
2024-09-22,6111.24,合作伙伴,支付宝,广告收入
2024-09-22,10073.69,合作伙伴,银行转账,销售收入
2024-09-22,7515.43,新客户,微信,销售收入
2024-09-22,8197.24,合作伙伴,银行转账,销售收入
2024-09-22,8057.85,新客户,微信,销售收入
2024-09-22,451.22,老客户,支付宝,服务费
2024-09-22,8459.62,老客户,POS机,平台分成
2024-09-22,4087.72,合作伙伴,银行转账,平台分成
2024-09-23,7457.02,新客户,微信,广告收入
2024-09-23,6152.99,合作伙伴,微信,平台分成
2024-09-23,10224.79,老客户,支付宝,服务费
2024-09-23,6689.78,新客户,POS机,广告收入
2024-09-23,8380.89,合作伙伴,银行转账,销售收入
2024-09-23,6434.52,老客户,POS机,平台分成
2024-09-23,8038.45,合作伙伴,银行转账,服务费
2024-09-23,10062.75,合作伙伴,银行转账,销售收入
2024-09-23,5832.17,合作伙伴,银行转账,广告收入
2024-09-23,10674.02,老客户,POS机,广告收入
2024-09-24,8474.07,合作伙伴,银行转账,销售收入
2024-09-24,9508.22,新客户,微信,销售收入
2024-09-24,7575.91,合作伙伴,支付宝,平台分成
2024-09-24,9845.2,合作伙伴,银行转账,平台分成
2024-09-24,8277.22,合作伙伴,微信,销售收入
2024-09-24,10413.49,合作伙伴,银行转账,销售收入
2024-09-24,11090.33,合作伙伴,POS机,销售收入
2024-09-25,7536.66,新客户,微信,平台分成
2024-09-25,3647.33,新客户,银行转账,平台分成
2024-09-25,8001.32,合作伙伴,银行转账,广告收入
2024-09-25,9503.02,老客户,POS机,服务费
2024-09-25,4488.59,合作伙伴,POS机,销售收入
2024-09-25,4458.76,老客户,银行转账,销售收入
2024-09-25,8816.86,新客户,POS机,销售收入
2024-09-25,8751.19,合作伙伴,支付宝,平台分成
2024-09-25,7317.45,合作伙伴,银行转账,销售收入
2024-09-25,8912.81,老客户,银行转账,销售收入
2024-09-26,5825.84,新客户,POS机,服务费
2024-09-26,10813.59,老客户,POS机,平台分成
2024-09-26,5979.52,合作伙伴,微信,销售收入
2024-09-26,8385.79,新客户,银行转账,平台分成
2024-09-26,8574.68,新客户,微信,平台分成
2024-09-26,11699.72,新客户,支付宝,销售收入
2024-09-26,8441.22,新客户,微信,广告收入
2024-09-26,8205.82,老客户,微信,销售收入
2024-09-27,7806.57,新客户,微信,服务费
2024-09-27,8037.55,老客户,支付宝,平台分成
2024-09-27,7327.51,合作伙伴,POS机,销售收入
2024-09-27,11912.93,老客户,POS机,服务费
2024-09-27,9682.15,新客户,支付宝,平台分成
2024-09-27,9479.54,新客户,微信,销售收入
2024-09-27,8254.64,新客户,POS机,平台分成
2024-09-27,11872.55,合作伙伴,POS机,销售收入
2024-09-28,10569.19,新客户,微信,服务费
2024-09-28,8327.76,新客户,微信,广告收入
2024-09-28,7441.99,合作伙伴,支付宝,服务费
2024-09-28,11724.66,合作伙伴,POS机,销售收入
2024-09-28,6142.16,新客户,POS机,广告收入
2024-09-28,6007.49,合作伙伴,POS机,服务费
2024-09-28,8052.22,老客户,微信,销售收入
2024-09-28,8576.75,合作伙伴,银行转账,平台分成
2024-09-29,10082.25,老客户,银行转账,广告收入
2024-09-29,8629.47,合作伙伴,银行转账,广告收入
2024-09-29,8053.46,合作伙伴,POS机,广告收入
2024-09-29,8944.32,合作伙伴,POS机,广告收入
2024-09-29,11107.96,合作伙伴,银行转账,广告收入
2024-09-29,5752.97,老客户,银行转账,平台分成
2024-09-29,9124.02,新客户,POS机,广告收入
2024-09-29,8496.21,老客户,POS机,销售收入
2024-09-30,10588.96,新客户,POS机,平台分成
2024-09-30,6035.8,老客户,银行转账,销售收入
2024-09-30,9636.64,老客户,支付宝,平台分成
2024-09-30,8461.63,老客户,支付宝,销售收入
2024-09-30,13722.37,新客户,支付宝,服务费
2024-09-30,4108.09,新客户,POS机,广告收入
2024-10-01,9119.65,老客户,POS机,销售收入
2024-10-01,8927.74,合作伙伴,POS机,服务费
2024-10-01,8119.9,新客户,微信,销售收入
2024-10-01,8829.61,合作伙伴,支付宝,广告收入
2024-10-01,8474.27,老客户,支付宝,服务费
2024-10-01,6345.04,合作伙伴,POS机,销售收入
2024-10-01,8066.7,老客户,支付宝,广告收入
2024-10-01,9430.23,新客户,POS机,平台分成
2024-10-02,5596.28,合作伙伴,银行转账,广告收入
2024-10-02,10077.13,合作伙伴,银行转账,服务费
2024-10-02,11710.29,新客户,支付宝,销售收入
2024-10-02,8889.03,新客户,支付宝,服务费
2024-10-02,4873.98,老客户,POS机,广告收入
2024-10-02,9511.29,合作伙伴,POS机,平台分成
2024-10-02,6908.2,新客户,微信,销售收入
2024-10-02,7834.67,新客户,支付宝,平台分成
2024-10-02,9860.48,新客户,微信,服务费
2024-10-02,7546.94,新客户,银行转账,广告收入
2024-10-03,6172.32,合作伙伴,支付宝,广告收入
2024-10-03,8604.84,合作伙伴,银行转账,广告收入
2024-10-03,9957.09,新客户,银行转账,服务费
2024-10-03,4400.56,合作伙伴,银行转账,平台分成
2024-10-03,4972.07,老客户,支付宝,销售收入
2024-10-04,9826.91,合作伙伴,POS机,平台分成
2024-10-04,9217.91,老客户,银行转账,销售收入
2024-10-04,9643.81,老客户,银行转账,平台分成
2024-10-04,5286.36,新客户,POS机,服务费
2024-10-04,9771.05,合作伙伴,微信,销售收入
2024-10-04,12043.03,新客户,微信,服务费
2024-10-04,8260.89,合作伙伴,微信,广告收入
2024-10-04,11527.63,合作伙伴,支付宝,平台分成
2024-10-05,6986.47,新客户,银行转账,服务费
2024-10-05,6623.2,老客户,微信,服务费
2024-10-05,5434.45,新客户,支付宝,广告收入
2024-10-05,1489.47,合作伙伴,POS机,服务费
2024-10-05,8497.37,新客户,微信,服务费
2024-10-05,10592.62,合作伙伴,支付宝,平台分成
2024-10-05,9851.48,新客户,银行转账,广告收入
2024-10-05,7582.01,老客户,银行转账,销售收入
2024-10-06,9665.42,新客户,银行转账,服务费
2024-10-06,6310.73,合作伙伴,支付宝,广告收入
2024-10-06,8085.38,新客户,支付宝,销售收入
2024-10-06,10487.45,合作伙伴,支付宝,服务费
2024-10-06,7593.68,老客户,POS机,广告收入
2024-10-07,9665.78,老客户,微信,平台分成
2024-10-07,9156.48,老客户,支付宝,销售收入
2024-10-07,10158.99,新客户,支付宝,平台分成
2024-10-07,9449.11,合作伙伴,POS机,广告收入
2024-10-07,6506.22,新客户,银行转账,服务费
2024-10-07,11555.92,合作伙伴,微信,广告收入
2024-10-07,8333.14,合作伙伴,银行转账,服务费
2024-10-07,3626.95,老客户,支付宝,销售收入
2024-10-08,4028.84,合作伙伴,银行转账,销售收入
2024-10-08,9982.34,老客户,银行转账,销售收入
2024-10-08,12989.17,新客户,POS机,销售收入
2024-10-08,15774.8,老客户,微信,服务费
2024-10-08,7313.9,合作伙伴,支付宝,销售收入
2024-10-09,8550.95,新客户,银行转账,平台分成
2024-10-09,6660.1,老客户,银行转账,平台分成
2024-10-09,9350.06,新客户,POS机,广告收入
2024-10-09,8779.25,合作伙伴,POS机,销售收入
2024-10-09,6878.08,新客户,微信,销售收入
2024-10-09,5270.75,老客户,POS机,销售收入
2024-10-09,7032.25,合作伙伴,微信,服务费
2024-10-09,8640.14,老客户,银行转账,平台分成
2024-10-09,7191.91,合作伙伴,银行转账,服务费
2024-10-09,8134.8,新客户,支付宝,销售收入
2024-10-10,15308.39,合作伙伴,POS机,销售收入
2024-10-10,12548.06,新客户,支付宝,服务费
2024-10-10,8099.84,老客户,POS机,广告收入
2024-10-10,8467.91,合作伙伴,微信,平台分成
2024-10-10,8574.82,老客户,POS机,广告收入
2024-10-11,6376.52,合作伙伴,POS机,广告收入
2024-10-11,9930.24,合作伙伴,支付宝,广告收入
2024-10-11,4636.29,新客户,POS机,销售收入
2024-10-11,9705.15,老客户,POS机,销售收入
2024-10-11,5426.57,老客户,银行转账,销售收入
2024-10-12,4618.32,老客户,银行转账,销售收入
2024-10-12,6660.5,老客户,微信,销售收入
2024-10-12,3731.61,老客户,微信,平台分成
2024-10-12,9352.64,老客户,银行转账,广告收入
2024-10-12,7616.29,合作伙伴,微信,平台分成
2024-10-12,9678.7,新客户,银行转账,服务费
2024-10-12,9653.56,合作伙伴,支付宝,平台分成
2024-10-12,9012.29,老客户,支付宝,平台分成
2024-10-12,7894.16,老客户,银行转账,销售收入
2024-10-13,8852.82,合作伙伴,银行转账,销售收入
2024-10-13,4781.2,合作伙伴,POS机,广告收入
2024-10-13,8976.48,老客户,微信,服务费
2024-10-13,14134.76,老客户,POS机,平台分成
2024-10-13,8218.95,合作伙伴,微信,销售收入
2024-10-13,8989.84,老客户,微信,服务费
2024-10-13,6633.3,合作伙伴,POS机,服务费
2024-10-13,7320.86,合作伙伴,微信,平台分成
2024-10-13,10974.78,老客户,POS机,销售收入
2024-10-14,10534.19,合作伙伴,POS机,服务费
2024-10-14,7665.28,合作伙伴,银行转账,广告收入
2024-10-14,5482.55,合作伙伴,支付宝,服务费
2024-10-14,4388.71,新客户,银行转账,销售收入
2024-10-14,11575.87,合作伙伴,银行转账,销售收入
2024-10-14,9753.31,新客户,支付宝,销售收入
2024-10-14,8167.45,老客户,支付宝,服务费
2024-10-15,7941.12,合作伙伴,微信,销售收入
2024-10-15,7564.11,新客户,微信,服务费
2024-10-15,8652.22,新客户,微信,广告收入
2024-10-15,8742.82,合作伙伴,支付宝,服务费
2024-10-15,8659.63,老客户,银行转账,平台分成
2024-10-15,4188.96,新客户,POS机,服务费
2024-10-15,10648.7,合作伙伴,微信,服务费
2024-10-15,9281.17,新客户,微信,销售收入
2024-10-15,7384.23,合作伙伴,支付宝,平台分成
2024-10-15,9744.44,新客户,支付宝,广告收入
2024-10-16,4304.63,老客户,支付宝,广告收入
2024-10-16,5171.47,合作伙伴,微信,广告收入
2024-10-16,4498.95,老客户,支付宝,销售收入
2024-10-16,8516.94,合作伙伴,微信,平台分成
2024-10-16,10443.92,新客户,银行转账,销售收入
2024-10-16,6117.89,合作伙伴,支付宝,销售收入
2024-10-17,6949.01,合作伙伴,支付宝,广告收入
2024-10-17,11406.54,老客户,POS机,平台分成
2024-10-17,16151.23,新客户,微信,广告收入
2024-10-17,7867.76,老客户,POS机,平台分成
2024-10-17,11747.59,新客户,支付宝,销售收入
2024-10-18,8001.05,合作伙伴,支付宝,销售收入
2024-10-18,6817.07,合作伙伴,POS机,销售收入
2024-10-18,7923.57,合作伙伴,微信,平台分成
2024-10-18,7928.23,老客户,支付宝,销售收入
2024-10-18,7615.66,新客户,POS机,销售收入
2024-10-18,10140.15,合作伙伴,微信,广告收入
2024-10-18,10394.47,新客户,POS机,销售收入
2024-10-18,5287.12,老客户,POS机,广告收入
2024-10-19,5936.47,新客户,银行转账,广告收入
2024-10-19,6768.13,新客户,微信,服务费
2024-10-19,9423.54,老客户,支付宝,销售收入
2024-10-19,9769.09,新客户,银行转账,销售收入
2024-10-19,8022.6,新客户,银行转账,平台分成
2024-10-20,6813.26,老客户,银行转账,销售收入
2024-10-20,10582.8,合作伙伴,支付宝,销售收入
2024-10-20,6725.35,新客户,支付宝,广告收入
2024-10-20,2814.81,新客户,支付宝,销售收入
2024-10-20,2195.92,老客户,POS机,服务费
2024-10-20,5335.75,合作伙伴,微信,销售收入
2024-10-20,10439.54,老客户,支付宝,平台分成
2024-10-21,10296.14,老客户,银行转账,销售收入
2024-10-21,11930.61,老客户,微信,平台分成
2024-10-21,6548.96,合作伙伴,支付宝,服务费
2024-10-21,5567.63,合作伙伴,支付宝,平台分成
2024-10-21,8523.62,合作伙伴,微信,广告收入
2024-10-21,4555.96,老客户,微信,服务费
2024-10-21,6588.06,合作伙伴,POS机,销售收入
2024-10-21,11745.24,合作伙伴,银行转账,广告收入
2024-10-21,6742.11,合作伙伴,支付宝,平台分成
2024-10-21,8001.11,新客户,微信,平台分成
